"","pl_101","pl_102","pl_104","pl_106","pl_107","pl_111","pl_112","pl_113","pl_118","pl_119"
"LOC111323469",0,0,0,0,0,0,0,0,0,2
"LOC111323481",0,0,0,0,0,0,0,0,0,0
"LOC111322769",1,0,0,0,0,0,1,0,0,0
"LOC111323886",0,1,0,0,0,0,0,0,0,0
"LOC111323906",1,2,2,1,0,1,1,2,2,0
"LOC111323989",8,7,6,4,3,5,2,3,3,5
"LOC111322778",0,0,0,0,0,0,0,0,0,0
"LOC111323758",5,6,3,0,2,4,1,2,4,5
"LOC111324090",3,2,0,2,0,3,0,1,0,3
"LOC111322787",7,17,0,1,1,11,6,1,3,1
"LOC111324284",73,82,20,28,30,44,24,55,30,39
"LOC111324253",42,44,5,8,13,9,17,17,24,30
"LOC111324294",4,2,2,1,1,2,2,4,0,3
"LOC111324276",5,5,0,2,1,0,0,2,0,0
"LOC111323937",0,0,0,0,0,0,0,0,0,0
"LOC111323161",13,13,13,12,16,16,4,8,7,15
"LOC111323132",16,8,22,11,7,6,2,9,5,6
"LOC111323170",25,19,12,4,19,17,16,20,15,21
"LOC111323150",2,1,0,0,1,1,1,0,2,0
"LOC111323205",364,533,215,79,159,217,268,350,267,308
"LOC111323920",1,0,0,0,0,0,0,0,0,0
"LOC111322794",0,0,0,0,0,0,0,0,0,0
"LOC111322809",0,0,0,0,0,0,0,0,0,0
"LOC111322536",36,29,28,23,28,17,27,35,33,24
"LOC111322545",5,2,5,1,5,1,1,2,4,6
"LOC111323609",7,1,0,0,2,0,1,2,1,6
"LOC111323340",12,3,5,1,1,3,4,8,4,9
"LOC111324044",8,10,3,3,2,1,7,8,8,6
"LOC111324011",11,15,3,2,1,6,9,5,12,11
"LOC111324034",5,1,2,0,2,0,0,1,0,0
"LOC111324025",3,1,5,1,0,1,0,1,1,3
"LOC111324004",1,11,3,0,3,0,0,4,2,6
"LOC111324130",5,9,2,2,1,1,2,1,5,2
"LOC111324119",40,42,17,6,21,11,12,19,37,22
"LOC111323856",10,20,11,8,9,8,9,13,10,14
"LOC111323866",48,49,14,13,13,29,18,45,27,32
"LOC111322450",44,32,20,15,21,20,22,27,26,16
"LOC111322460",369,399,101,43,102,141,159,135,149,155
"LOC111322471",250,291,108,59,109,137,196,208,194,226
"LOC111324171",0,1,0,0,0,0,0,0,0,0
"LOC111322817",0,0,0,0,0,0,0,0,0,0
"LOC111322825",0,0,0,1,0,0,0,0,1,0
"LOC111323603",0,0,0,0,0,0,0,0,0,0
"LOC111323555",0,0,0,0,0,0,0,0,0,0
"LOC111322361",4,6,6,3,1,2,1,1,5,4
"Trnat-agu_5",0,0,0,0,0,0,0,0,0,1
"LOC111323723",6,12,3,2,3,2,5,7,8,7
"LOC111323243",6,4,6,2,2,0,3,9,4,5
"Trnar-ccg",0,0,0,0,0,0,0,0,0,0
"LOC111322832",16,4,6,1,8,5,5,9,5,8
"LOC111323795",55,47,18,13,21,18,28,27,33,45
"LOC111324080",24,31,6,1,5,3,12,11,15,9
"LOC111322954",24,20,5,5,8,8,5,7,2,10
"LOC111322970",5,5,4,3,2,6,2,2,1,5
"LOC111323457",22,19,5,4,4,19,11,15,8,15
"LOC111323421",7,10,3,2,3,7,1,7,5,1
"Trnat-ugu_2",0,0,0,0,0,0,0,0,0,0
"LOC111322842",1,1,0,0,0,0,0,1,1,2
"LOC111322390",3,4,1,1,2,3,2,2,1,2
"LOC111322851",0,0,0,0,0,0,0,0,0,0
"LOC111323040",42,45,18,13,26,24,21,34,30,38
"LOC111323896",1657,1736,812,598,607,1238,1169,1399,1019,1160
"LOC111323767",15,2,1,1,1,2,2,4,0,3
"LOC111323031",609,772,220,86,182,230,259,318,255,314
"LOC111323017",23,23,14,12,14,8,16,18,16,18
"LOC111322917",583,586,269,200,267,270,277,340,380,356
"LOC111324110",0,1,0,0,0,0,0,0,0,0
"LOC111322856",1,0,0,0,0,0,0,0,0,0
"LOC111323647",38,33,13,12,12,27,13,31,15,16
"LOC111323641",32,60,15,4,18,22,14,25,17,21
"LOC111323656",1,2,0,0,1,3,2,2,1,1
"LOC111323718",6,5,0,3,2,1,2,3,2,8
"LOC111322863",40,32,12,16,18,18,12,13,24,22
"LOC111324312",24,20,10,3,12,9,9,15,16,17
"LOC111323300",13,5,6,5,9,6,3,7,12,5
"LOC111323291",0,3,0,0,0,1,1,0,1,0
"LOC111323001",15,18,9,3,5,10,3,10,13,1
"LOC111323010",6,7,3,3,3,0,0,3,4,0
"LOC111323820",17,13,3,7,8,19,10,13,12,14
"LOC111323694",8,7,1,1,8,2,3,7,5,4
"LOC111323703",7,2,0,0,1,0,1,0,0,2
"LOC111322873",35,19,16,6,15,16,22,33,27,28
"LOC111323664",0,1,0,0,1,0,1,1,0,1
"LOC111323675",0,0,5,0,0,1,0,0,2,0
"LOC111322883",48,73,29,13,22,34,49,39,41,27
"LOC111322413",15,18,3,6,2,5,6,6,10,11
"LOC111322894",40,58,22,3,11,20,25,24,24,31
"LOC111322402",41,49,14,6,12,14,14,11,35,25
"LOC111322932",17,11,4,8,7,18,5,13,12,9
"LOC111322903",0,0,0,0,0,0,0,0,0,0
"LOC111323592",4,2,0,0,0,0,0,5,1,1
"LOC111323956",230,243,36,20,75,63,171,219,216,257
"LOC111323967",7,3,4,0,2,0,3,3,1,1
"LOC111322910",0,1,0,1,0,0,0,1,0,0
"LOC111323391",0,0,0,0,0,0,0,0,0,0
"LOC111323370",4,4,2,1,3,1,1,2,0,5
"LOC111323402",1,0,1,0,2,0,0,0,0,1
"LOC111323381",89,78,30,29,37,51,42,70,24,45
"LOC111324139",14,17,10,0,10,4,7,4,9,15
"Trnas-aga_1",0,0,0,0,0,0,0,0,0,0
"LOC111324204",9,8,7,3,5,5,3,4,7,4
"LOC111324326",0,0,0,1,0,0,0,0,0,0
"LOC111324059",0,0,0,0,0,0,0,0,0,0
"LOC111324067",2,1,1,0,1,1,1,2,2,0
"LOC111323928",5,2,1,0,1,0,2,1,0,0
"LOC111322371",0,0,0,0,0,0,0,0,0,0
"LOC111323778",2,2,0,1,1,2,0,0,0,0
"LOC111324100",0,0,1,0,0,0,0,0,0,0
"LOC111324504",20,29,19,21,20,4,2,9,8,5
"LOC111324513",46,30,33,22,20,43,7,28,13,9
"LOC111324733",64,54,24,17,12,36,27,74,22,36
"LOC111324724",152,198,72,33,53,66,45,153,64,117
"LOC111325433",0,0,0,0,0,0,0,0,0,0
"LOC111325415",22,13,11,6,5,4,1,18,2,8
"LOC111325426",0,0,0,0,0,0,1,0,0,0
"LOC111324712",182,223,91,65,95,88,122,119,137,157
"LOC111324704",28,26,2,2,2,6,7,9,6,23
"LOC111325996",0,0,0,0,0,0,0,0,0,0
"LOC111325938",0,0,0,0,0,0,1,0,0,0
"LOC111325448",30,31,18,9,15,13,15,37,13,16
"LOC111325343",57,64,16,17,19,18,20,33,25,33
"LOC111325809",14,25,14,12,7,18,8,15,12,13
"LOC111325362",2,1,0,0,1,0,0,0,2,0
"LOC111324659",3,7,1,0,5,2,2,3,1,1
"LOC111324669",28,38,6,4,5,10,9,37,15,26
"LOC111324640",54,50,14,4,16,9,13,30,16,38
"LOC111324807",22,32,18,8,15,21,13,11,10,20
"LOC111324425",9,2,1,0,0,1,3,1,0,5
"LOC111324430",213,199,117,51,62,128,92,172,95,150
"LOC111325303",123,138,57,21,88,191,91,192,108,187
"LOC111325679",8,5,2,1,3,3,0,8,2,7
"LOC111325638",7,12,4,2,5,3,9,15,13,20
"LOC111325656",29,26,19,4,6,14,13,24,13,38
"LOC111325623",0,0,2,0,2,0,0,1,1,2
"LOC111324856",0,0,0,0,0,0,0,0,1,0
"LOC111325437",22,18,4,4,14,10,11,10,13,19
"LOC111324866",0,0,0,0,1,0,1,0,0,0
"LOC111324763",19,8,1,4,4,13,4,10,2,8
"LOC111324752",19,14,8,8,12,5,12,16,10,12
"LOC111324772",41,30,8,3,9,28,19,30,22,30
"LOC111324449",35,40,11,11,16,33,39,25,30,28
"Trnat-ggu",0,1,0,0,0,0,0,0,0,0
"LOC111324438",27,26,14,1,8,19,13,30,17,34
"Trnat-ugu_3",0,0,0,0,0,0,0,0,0,0
"LOC111324457",2,3,0,0,1,0,0,0,1,1
"LOC111324466",0,0,0,0,0,0,0,1,1,0
"LOC111325352",32,27,10,4,14,9,21,22,39,35
"LOC111324876",10,2,1,0,2,1,1,4,3,1
"LOC111325458",10,23,2,5,8,10,13,23,17,26
"LOC111325468",0,0,0,0,0,0,0,0,0,0
"LOC111325535",85,56,29,17,23,47,33,64,49,44
"LOC111325524",141,158,46,19,41,55,61,79,66,70
"LOC111325381",5,17,6,1,5,3,10,8,9,12
"LOC111325891",16,11,7,0,7,9,5,11,3,8
"LOC111325902",25,22,10,12,12,6,8,15,11,14
"LOC111324849",36,37,19,8,16,14,16,18,23,33
"LOC111324887",2,0,0,0,0,0,0,0,0,0
"LOC111325331",3,3,1,0,0,1,1,0,0,0
"LOC111325323",465,551,200,121,227,261,272,281,274,354
"LOC111325806",12,8,3,4,1,6,5,4,2,4
"LOC111325918",9,9,3,1,3,5,3,8,4,4
"LOC111325786",2,0,0,0,1,1,0,0,0,0
"LOC111325926",22,19,5,9,9,18,10,16,24,22
"LOC111325963",13,10,2,3,6,1,1,2,4,6
"LOC111325974",10,14,5,4,5,6,5,10,9,10
"LOC111325984",5,5,5,0,3,0,2,3,4,1
"LOC111324908",28,39,9,8,7,10,17,16,27,21
"LOC111326080",25,32,4,7,7,7,10,14,4,15
"LOC111324920",46,40,18,19,27,18,20,28,25,32
"LOC111325089",11,14,1,2,4,3,3,4,7,14
"LOC111324407",25,29,10,4,7,14,12,17,11,7
"LOC111324942",0,0,0,0,0,0,0,0,0,0
"LOC111324952",0,0,0,0,0,0,0,0,0,0
"LOC111324962",0,0,0,0,0,0,0,0,0,0
"LOC111325500",1,1,0,0,0,0,0,0,1,0
"LOC111324984",0,0,0,0,0,0,0,0,0,0
"LOC111324532",5,15,5,9,7,2,1,1,2,2
"LOC111325944",1,2,0,0,0,0,0,1,0,0
"LOC111325009",3,3,1,1,1,3,0,3,1,3
"LOC111325015",1,0,0,3,0,0,0,2,0,0
"LOC111325797",2,1,2,0,1,0,2,3,0,1
"LOC111325759",132,107,29,20,24,52,41,87,40,53
"LOC111325254",1,8,1,0,1,1,3,3,4,12
"LOC111325262",1,2,0,0,3,1,0,0,1,0
"LOC111325025",0,0,0,0,0,0,2,0,0,1
"LOC111325475",83,101,31,18,33,46,59,39,53,68
"LOC111325493",47,49,20,29,20,39,21,33,35,42
"LOC111325393",22,15,13,5,5,18,11,17,20,7
"LOC111324476",2,5,0,0,0,0,2,3,2,1
"LOC111325034",0,0,0,0,0,0,0,0,0,0
"LOC111325042",0,0,0,0,0,0,0,0,0,0
"LOC111326088",1,0,0,0,0,0,1,1,1,1
"LOC111325051",1,0,0,0,0,0,0,0,0,0
"LOC111326013",0,0,0,0,1,0,1,0,0,1
"LOC111326007",0,0,0,0,0,0,0,0,0,0
"LOC111326003",0,0,0,0,0,0,0,1,1,0
"LOC111325742",0,2,0,0,3,0,1,0,1,2
"LOC111325284",0,0,1,0,0,1,0,2,0,1
"LOC111325298",1,5,1,0,1,1,1,4,1,1
"LOC111325291",13,18,13,6,7,8,8,9,15,6
"LOC111326050",0,0,0,0,0,1,0,0,0,1
"LOC111324624",1,0,0,0,0,0,1,0,2,4
"LOC111324587",14,11,3,5,5,3,4,6,2,8
"LOC111325952",7,10,1,1,4,6,3,7,6,5
"LOC111325403",1,0,0,0,0,0,1,0,0,0
"LOC111324549",830,997,440,252,406,389,525,526,561,671
"LOC111324554",0,0,0,0,0,0,0,0,0,0
"LOC111324561",24,18,6,7,9,8,9,19,19,14
"LOC111326057",43,46,30,10,14,41,41,45,43,41
"LOC111326067",9,3,0,0,1,0,1,2,2,5
"LOC111325583",3,3,1,2,2,0,1,3,0,0
"LOC111324796",3,5,0,1,3,2,1,3,1,1
"LOC111325061",26,39,11,9,13,7,11,12,9,23
"LOC111324783",10,7,4,3,4,3,7,6,10,17
"LOC111324417",1,0,0,0,0,0,0,0,0,0
"LOC111325067",0,0,0,0,0,0,0,0,0,0
"LOC111325764",3,5,0,1,1,0,3,1,3,2
"LOC111325851",89,82,29,11,27,39,84,127,47,138
"LOC111325079",0,0,0,0,0,0,0,0,0,1
"LOC111325696",0,1,0,0,1,0,0,0,0,1
"LOC111325134",0,0,0,0,0,0,0,0,0,0
"LOC111325144",0,1,0,0,0,0,0,0,0,0
"LOC111325153",0,0,0,0,0,0,0,0,0,0
"LOC111325167",0,0,0,0,0,0,0,0,0,0
"LOC111325775",0,0,0,0,0,0,0,0,0,0
"LOC111325175",0,2,1,1,0,0,0,1,1,1
"LOC111325910",0,0,0,0,0,0,0,0,0,0
"LOC111324700",48,56,40,13,18,19,17,22,22,22
"LOC111325545",2,0,0,0,0,1,3,3,0,0
"LOC111325684",25,18,3,5,3,5,8,4,8,5
"LOC111325313",8,5,4,1,1,4,2,3,2,2
"LOC111325706",2,4,0,2,0,0,2,3,0,0
"LOC111325244",95,55,25,11,31,27,28,49,32,46
"LOC111325572",18,25,7,7,15,9,14,26,16,14
"LOC111325819",0,0,0,0,0,0,0,0,0,0
"LOC111325555",11,10,6,5,3,16,5,7,1,6
"LOC111325372",6,5,1,1,1,1,3,6,4,3
"LOC111326040",62,58,15,10,14,54,17,41,17,26
"Trnaa-agc",0,0,0,0,0,0,0,0,0,0
"Trnaa-agc_1",0,0,0,0,0,0,0,0,0,0
"LOC111325826",77,58,28,14,17,36,24,75,37,40
"LOC111325836",11,13,9,4,4,3,0,19,6,3
"LOC111325880",334,297,311,208,181,109,34,233,75,35
"LOC111324835",9,5,1,4,6,3,2,7,4,6
"LOC111324827",7,4,3,6,6,4,0,4,4,1
"LOC111325726",13,16,1,3,1,4,7,7,9,8
"LOC111325201",0,0,0,0,0,0,0,0,0,0
"LOC111325597",0,0,0,0,0,0,0,0,0,0
"LOC111325612",3,5,1,0,3,0,1,2,8,3
"LOC111325750",0,0,0,0,1,0,0,0,0,0
"LOC111324492",131,127,45,26,73,66,68,86,88,119
"LOC111325228",21,19,9,3,13,8,9,9,18,14
"LOC111324691",4,2,1,0,1,0,0,2,2,1
"LOC111326021",1,1,0,0,0,0,1,0,1,0
"LOC111325269",26,12,8,4,5,6,3,10,5,5
"LOC111324817",12,10,0,5,8,5,3,7,4,2
"LOC111325238",0,0,0,0,0,0,0,0,0,0
"LOC111325872",0,1,0,0,0,0,0,0,0,0
"LOC111325861",0,0,0,2,1,0,0,0,0,0
"LOC111324742",0,1,0,0,0,0,0,0,0,0
"LOC111325735",0,0,0,0,0,0,0,0,0,0
"LOC111327589",0,0,0,0,0,0,0,0,0,0
"LOC111326954",3,2,1,3,2,3,2,2,3,3
"LOC111327461",20,11,8,10,7,11,8,9,10,5
"LOC111326918",7,11,6,4,8,7,12,16,11,7
"LOC111327212",71,54,7,1,11,18,7,20,16,2
"LOC111327137",104,96,12,6,31,36,11,36,30,2
"LOC111327845",0,0,0,0,0,0,0,0,0,0
"LOC111326721",7,17,7,7,10,18,11,6,8,9
"LOC111326727",11,5,1,3,4,1,8,4,6,5
"LOC111327468",2,2,0,0,2,0,0,0,0,1
"LOC111327279",0,0,0,0,0,0,0,0,0,0
"Trnan-auu",0,0,0,0,0,0,0,0,0,0
"LOC111326907",0,0,0,0,0,0,0,1,0,0
"LOC111327853",0,0,0,0,0,0,0,0,0,0
"LOC111326898",1,6,1,2,1,3,0,3,2,1
"LOC111327031",84,68,35,19,38,43,29,62,57,46
"LOC111326172",3,1,1,0,0,1,7,0,1,0
"LOC111327767",0,2,0,2,0,0,0,0,0,0
"LOC111327700",0,0,0,0,0,0,0,0,0,0
"LOC111327724",0,0,0,0,1,0,1,0,0,0
"LOC111327714",35,43,7,7,10,12,4,30,12,11
"LOC111327269",2,3,1,0,2,2,0,3,2,0
"LOC111327869",130,61,24,28,54,42,49,86,66,94
"LOC111326960",0,0,0,0,0,0,0,0,0,0
"LOC111328043",2,0,0,0,0,0,0,0,0,0
"LOC111328099",0,0,0,0,0,0,0,0,0,0
"LOC111327145",1,2,2,0,0,4,0,0,0,2
"LOC111326146",3,0,1,1,0,0,0,1,0,0
"LOC111326162",1,1,1,0,1,1,0,0,1,0
"LOC111327326",1,1,0,0,0,0,0,1,0,0
"LOC111326183",0,0,0,1,0,0,0,0,0,0
"LOC111326201",2,1,1,0,0,1,0,1,1,0
"LOC111326274",0,4,0,0,0,1,0,2,0,1
"LOC111327219",69,63,15,11,17,19,14,32,33,32
"LOC111327531",2,3,1,0,2,1,2,1,1,0
"LOC111327743",17,15,8,3,9,4,5,5,3,14
"LOC111327877",26,17,9,13,13,8,6,16,9,8
"LOC111327501",90,84,30,19,34,52,25,59,33,43
"LOC111327491",24,24,5,5,7,6,9,25,11,11
"LOC111326367",17,15,13,6,12,10,9,13,8,16
"LOC111326359",68,55,30,21,50,39,35,83,44,54
"LOC111327263",65,71,23,16,24,52,28,54,17,37
"LOC111327257",27,31,8,0,4,14,9,13,6,12
"LOC111327795",45,32,21,21,25,26,31,56,41,35
"Trnat-agu_6",0,0,0,0,0,0,0,0,0,0
"LOC111327809",90,109,79,85,66,11,5,25,10,8
"LOC111327802",38,35,28,23,15,8,3,15,4,6
"LOC111327078",52,42,12,17,43,34,45,62,42,60
"LOC111327069",16,12,9,5,7,13,7,6,14,11
"LOC111326541",8,8,1,0,5,1,0,1,2,5
"LOC111326517",0,0,0,1,0,0,0,0,2,0
"LOC111327618",14,15,4,6,6,4,9,18,12,10
"LOC111327643",37,41,17,6,4,12,12,38,17,33
"LOC111327054",54,63,33,24,26,26,49,41,43,43
"LOC111327862",0,0,0,0,0,0,0,0,0,0
"LOC111327883",0,0,0,0,0,0,0,0,0,0
"LOC111327022",48,37,31,14,22,32,24,41,24,33
"LOC111327337",22,34,20,17,15,12,15,21,20,26
"LOC111327008",15,18,3,1,5,3,8,7,9,8
"LOC111326971",16,11,7,5,6,7,8,14,14,3
"LOC111326995",22,18,6,4,7,10,11,7,15,13
"LOC111327786",0,0,0,0,0,0,0,0,0,0
"LOC111327583",0,1,1,2,0,0,0,0,0,0
"LOC111328167",0,0,0,0,0,0,0,0,0,0
"LOC111327892",0,0,0,0,0,0,0,0,0,0
"LOC111327739",0,0,0,0,0,0,0,0,0,0
"LOC111327732",1,1,0,0,0,0,0,1,0,0
"LOC111326945",9,3,5,6,3,0,2,5,1,0
"LOC111326934",128,83,105,75,57,44,18,45,47,23
"LOC111328240",6,8,6,4,3,5,1,5,2,6
"LOC111327121",61,52,53,27,45,56,44,74,47,43
"LOC111327376",19,10,10,8,22,10,18,21,21,18
"LOC111327347",2,2,1,0,0,0,0,2,2,0
"LOC111327553",0,0,0,0,0,0,0,0,0,0
"LOC111326839",0,0,0,0,0,0,0,0,1,0
"LOC111326855",0,16,1,3,4,0,2,4,7,2
"LOC111326848",1,0,1,0,0,0,0,0,0,0
"LOC111326866",3,4,2,1,3,2,1,1,1,5
"LOC111328190",11,10,8,4,2,8,2,10,6,10
"LOC111328197",104,97,58,10,31,50,63,78,64,71
"LOC111327317",3,1,0,0,2,1,1,1,0,2
"LOC111327297",44,38,20,16,23,26,25,29,25,26
"LOC111328214",3,1,0,1,1,1,0,3,0,0
"LOC111327692",4,0,1,2,1,0,0,2,0,0
"LOC111328224",1,2,1,1,1,0,0,0,0,0
"LOC111328205",0,0,0,0,0,0,0,0,0,0
"LOC111327759",0,0,0,0,0,0,0,0,0,0
"LOC111327478",8,2,3,1,2,0,0,0,1,0
"LOC111327421",0,0,0,0,0,0,0,0,0,0
"LOC111327910",0,0,0,0,0,0,0,0,0,0
"LOC111327920",0,0,0,0,0,0,0,0,0,0
"LOC111327750",0,2,0,0,0,0,0,0,0,0
"LOC111326238",124,110,58,60,77,70,58,82,82,61
"LOC111327200",26,24,11,4,7,10,15,19,16,12
"LOC111327608",3,2,5,1,2,2,2,1,2,2
"LOC111327389",21,10,2,2,4,2,6,9,5,9
"LOC111326506",13,17,4,3,4,7,2,4,3,5
"LOC111326496",9,10,0,4,0,1,1,3,1,3
"LOC111326463",35,20,12,3,11,8,16,25,33,34
"LOC111326486",5,4,4,4,5,6,1,6,4,1
"LOC111326474",54,37,8,3,23,20,33,44,37,33
"LOC111326582",16,19,3,10,13,7,10,20,22,16
"LOC111327928",21,27,13,9,34,17,14,29,27,24
"LOC111326650",6,13,7,6,5,6,4,4,3,2
"LOC111327972",37,22,12,6,9,9,12,17,18,13
"LOC111326605",65,67,18,20,32,34,20,49,31,45
"LOC111326658",1,1,0,0,0,0,0,1,0,1
"LOC111326630",51,48,39,28,37,23,9,38,21,27
"LOC111327191",1,0,0,0,0,0,0,0,1,0
"LOC111326212",6,3,0,2,1,2,0,2,6,5
"LOC111327673",24,13,7,2,4,3,7,6,9,7
"LOC111326135",21,5,7,3,5,14,14,11,10,19
"LOC111328067",0,0,0,1,0,0,0,1,0,0
"LOC111327061",0,0,1,1,0,0,2,0,0,0
"LOC111327991",0,0,0,0,0,0,1,0,0,0
"LOC111326571",0,1,0,0,0,1,2,1,0,0
"LOC111326552",0,0,0,0,0,0,1,0,1,0
"LOC111326563",4,1,1,0,2,0,0,2,0,1
"LOC111327085",11,9,6,0,3,4,0,5,2,11
"LOC111327094",8,13,5,9,7,6,6,4,6,13
"LOC111327817",2,2,1,3,2,1,2,0,1,1
"LOC111328075",1,0,0,0,1,0,1,1,1,1
"LOC111328173",0,0,1,0,0,0,0,0,0,0
"LOC111327446",62,68,17,15,24,26,37,45,33,55
"LOC111327573",13,7,3,3,6,7,3,7,3,6
"LOC111327683",6,3,6,1,0,3,3,4,2,1
"LOC111326702",2,2,0,0,0,0,3,1,0,1
"LOC111326712",26,25,13,8,5,9,5,14,10,16
"LOC111326691",10,10,4,6,3,8,4,6,4,6
"LOC111328162",34,40,16,5,9,19,22,15,25,23
"LOC111327541",0,0,0,0,1,0,0,0,0,0
"LOC111326442",47,14,16,11,21,14,19,14,16,11
"LOC111326456",0,1,0,0,0,0,2,0,0,0
"LOC111326375",184,203,116,85,168,185,246,286,304,314
"LOC111328001",54,39,20,13,13,28,19,34,16,20
"LOC111327405",2,2,1,1,1,0,1,3,1,2
"LOC111327514",1,1,0,0,1,0,1,0,2,0
"LOC111326763",7,7,6,1,2,11,2,12,10,4
"LOC111326794",2,2,0,0,1,0,0,0,0,1
"LOC111326808",44,31,40,26,28,2,9,33,14,2
"LOC111326819",11,14,14,12,7,3,5,8,4,5
"LOC111326830",1,1,0,0,1,0,0,3,0,0
"LOC111326802",0,1,0,0,0,0,0,1,1,0
"LOC111326746",0,4,2,1,1,2,2,0,3,2
"LOC111326785",14,12,1,2,7,7,7,2,3,3
"LOC111328010",0,4,1,3,7,2,0,3,0,1
"LOC111327248",111,75,88,68,45,48,15,53,34,25
"LOC111326194",8,4,1,1,2,3,0,4,0,4
"LOC111328123",0,0,0,0,0,0,0,0,0,0
"LOC111327237",1,1,0,0,2,0,1,0,2,0
"LOC111328018",0,0,0,0,0,0,0,0,0,0
"LOC111327937",0,1,0,0,2,2,0,2,0,2
"LOC111327961",11,18,6,0,5,5,6,24,14,6
"LOC111327154",2,1,1,0,1,1,0,0,2,0
"LOC111327183",8,2,7,2,7,6,11,23,4,1
"LOC111326254",5,1,5,1,2,3,3,2,4,3
"LOC111326264",0,1,2,0,0,0,0,0,1,1
"Trnae-uuc",0,0,0,0,0,0,0,0,0,1
"LOC111327290",11,5,2,2,3,3,5,8,5,7
"LOC111326433",42,52,20,7,15,26,21,26,20,20
"LOC111326425",32,40,30,19,38,41,24,44,31,33
"LOC111326288",20,11,13,10,13,13,8,28,17,22
"LOC111326299",55,59,15,4,15,28,13,41,20,36
"LOC111326309",10,10,0,0,2,3,3,5,4,4
"LOC111327563",13,2,2,2,3,1,4,4,7,9
"LOC111327412",323,225,114,46,156,220,283,304,298,233
"LOC111328251",12,2,1,1,5,1,6,7,3,2
"LOC111328261",1,0,3,2,1,2,6,0,1,1
"LOC111326877",51,48,37,16,36,25,24,34,31,29
"LOC111326887",5,4,4,4,0,0,0,1,1,0
"LOC111327104",4,4,2,0,2,1,2,7,2,2
"LOC111327113",23,11,2,3,5,15,4,11,4,6
"LOC111327437",2,1,0,0,0,0,2,0,1,2
"LOC111327429",1,0,1,0,0,0,0,0,0,0
"LOC111328029",1,0,0,0,0,0,0,1,0,0
"LOC111328035",0,0,0,1,0,0,0,0,1,0
"LOC111326680",21,25,9,3,16,11,8,20,5,11
"LOC111326665",5,8,3,2,2,0,3,4,4,2
"LOC111326672",34,40,13,5,8,10,11,23,15,12
"LOC111327776",10,14,5,5,5,13,6,7,10,5
"LOC111326384",2,1,0,3,3,2,0,4,1,2
"LOC111326402",6,2,2,0,0,3,1,1,1,0
"LOC111326418",76,98,53,19,49,56,79,79,47,68
"LOC111328053",51,39,16,18,18,14,26,20,26,24
"LOC111328231",4,4,4,3,0,3,0,0,3,2
"LOC111327173",10,10,8,2,4,2,3,11,4,10
"LOC111326325",3,2,0,0,1,0,2,5,3,2
"LOC111326335",7,12,2,4,0,3,3,2,4,12
"LOC111328059",0,0,0,0,1,0,0,1,0,0
"LOC111328108",0,0,0,0,0,0,1,0,0,0
"LOC111328116",0,0,0,0,0,0,0,0,0,0
"LOC111328272",0,1,0,0,0,0,0,0,0,0
"LOC111328130",4,5,2,1,5,5,2,2,1,2
"LOC111327597",0,1,0,0,0,0,0,0,1,0
"LOC111328140",0,0,0,0,0,0,0,0,0,0
"LOC111326351",0,0,0,0,0,0,0,0,0,0
"LOC111328150",0,0,0,0,0,0,0,0,0,0
"LOC111328310",1,1,0,0,0,0,0,0,0,1
"LOC111329725",0,0,0,0,0,0,0,0,0,0
"LOC111329714",0,0,1,0,0,0,0,0,0,0
"LOC111329100",9,13,9,6,7,8,3,9,5,1
"LOC111329111",8,5,3,0,3,1,1,2,2,2
"LOC111329777",3,9,3,3,2,1,2,5,3,3
"LOC111329766",0,0,0,0,0,0,0,0,0,0
"LOC111328770",0,0,0,0,0,0,0,1,0,0
"LOC111329350",3,3,2,2,4,4,0,2,2,3
"LOC111328781",0,0,0,0,0,0,0,0,0,0
"LOC111328790",5,2,0,1,3,1,2,0,3,2
"LOC111329634",12,10,6,5,3,1,5,3,3,4
"LOC111329788",4,4,3,0,5,0,1,8,5,2
"LOC111328341",59,51,23,3,13,21,27,33,50,39
"LOC111328797",15,20,14,6,4,7,9,13,8,17
"LOC111328511",112,117,48,28,42,67,71,70,81,101
"LOC111329119",62,50,16,17,23,20,31,35,24,42
"LOC111329325",149,134,33,13,47,90,86,138,108,143
"LOC111329423",10,22,5,5,3,10,6,7,11,6
"LOC111328722",36,38,23,19,20,20,18,25,33,24
"LOC111329182",118,159,70,48,86,119,159,219,167,158
"LOC111329314",21,24,4,2,7,10,6,7,6,10
"LOC111328713",557,569,256,162,199,354,299,486,303,357
"LOC111328691",6,10,4,2,3,1,1,1,4,1
"LOC111328332",21,19,14,15,21,15,16,21,19,21
"LOC111329817",8,5,9,13,5,8,9,7,9,14
"LOC111329396",49,56,18,21,28,30,33,31,46,60
"LOC111329569",1,4,3,1,1,0,2,3,6,7
"LOC111329829",19,16,4,7,10,6,7,17,15,11
"LOC111328316",4,4,5,3,1,0,0,0,0,0
"LOC111329196",3,1,1,1,3,0,0,0,2,0
"LOC111329273",2320,2070,931,524,722,1488,1250,1364,966,1348
"LOC111329263",11,12,5,0,3,4,5,11,2,4
"LOC111328350",0,0,0,0,0,0,0,0,0,1
"LOC111329440",0,0,0,0,0,1,0,0,0,0
"LOC111328824",0,0,0,0,0,0,0,0,0,0
"LOC111329798",0,0,1,0,0,0,0,0,0,0
"LOC111329524",6,16,1,1,2,7,1,8,10,11
